provname,year,quintile,itemid,item,binshr,implrealdol
Manitoba,2009,5,74,Spouse Or Common-Law Partner Amount,.2040910869836807,107280.88
Manitoba,2009,5,89,Public Transit Amount,.1390677241142839,3141.9006
Manitoba,2010,1,19,Taxable Capital Gains,.0128878951072693,7612.604
Manitoba,2010,1,20,Registered Retirement Savings Plan Income,.0359764099121094,14907.086
Manitoba,2010,1,23,Net Professional Income,.0085999369621277,3907.6555
Manitoba,2010,1,33,Total Income Assessed,.0380491614341736,1441786.4
Manitoba,2010,1,74,Spouse Or Common-Law Partner Amount,.2373589873313904,125672.98
Manitoba,2010,1,89,Public Transit Amount,.1362023949623108,3232.8035
Manitoba,2010,2,19,Taxable Capital Gains,.0191154479980469,11291.087
Manitoba,2010,2,20,Registered Retirement Savings Plan Income,.0953811407089233,39521.867
Manitoba,2010,2,23,Net Professional Income,.0205951929092407,9358.082
Manitoba,2010,2,33,Total Income Assessed,.098459005355835,3730880
Manitoba,2010,2,74,Spouse Or Common-Law Partner Amount,.1557204723358154,82448.344
Manitoba,2010,2,89,Public Transit Amount,.218207836151123,5179.2266
Manitoba,2010,3,19,Taxable Capital Gains,.0423249006271362,25000.414
Manitoba,2010,3,20,Registered Retirement Savings Plan Income,.1935855746269226,80213.586
Manitoba,2010,3,23,Net Professional Income,.0310338735580444,14101.229
Manitoba,2010,3,33,Total Income Assessed,.1709606647491455,6478165.5
Manitoba,2010,3,74,Spouse Or Common-Law Partner Amount,.1988078355789185,105261.54
Manitoba,2010,3,89,Public Transit Amount,.2707935273647308,6427.3633
Manitoba,2010,4,19,Taxable Capital Gains,.0950474739074707,56142.512
Manitoba,2010,4,20,Registered Retirement Savings Plan Income,.2905123829841614,120375.91
Manitoba,2010,4,23,Net Professional Income,.0629132390022278,28586.635
Manitoba,2010,4,33,Total Income Assessed,.2675051987171173,10136501
Manitoba,2010,4,74,Spouse Or Common-Law Partner Amount,.2053151577711105,108706.93
Manitoba,2010,4,89,Public Transit Amount,.2380358278751373,5649.8496
Manitoba,2010,5,19,Taxable Capital Gains,.8306242823600769,490632
Manitoba,2010,5,20,Registered Retirement Savings Plan Income,.3845444917678833,159338.8
Manitoba,2010,5,23,Net Professional Income,.8768577575683594,398428.28
Manitoba,2010,5,33,Total Income Assessed,.4250259771943092,16105392
Manitoba,2010,5,74,Spouse Or Common-Law Partner Amount,.2027975469827652,107373.95
Manitoba,2010,5,89,Public Transit Amount,.1367604129482061,3246.0481
Manitoba,2011,1,19,Taxable Capital Gains,.021886944770813,13361.598
Manitoba,2011,1,20,Registered Retirement Savings Plan Income,.0363668203353882,14809.868
Manitoba,2011,1,23,Net Professional Income,.0090859532356262,3912.2678
Manitoba,2011,1,33,Total Income Assessed,.0365583896636963,1411539.1
Manitoba,2011,1,74,Spouse Or Common-Law Partner Amount,.2417657375335693,127244.99
Manitoba,2011,1,89,Public Transit Amount,.145910382270813,3683.1582
Manitoba,2011,2,19,Taxable Capital Gains,.0204362869262695,12475.997
Manitoba,2011,2,20,Registered Retirement Savings Plan Income,.0938009023666382,38199.078
Manitoba,2011,2,23,Net Professional Income,.0209553241729736,9023.0313
Manitoba,2011,2,33,Total Income Assessed,.0986126661300659,3807488.3
Manitoba,2011,2,74,Spouse Or Common-Law Partner Amount,.1565967798233032,82419.273
Manitoba,2011,2,89,Public Transit Amount,.2208030819892883,5573.645
Manitoba,2011,3,19,Taxable Capital Gains,.0440434813499451,26887.777
Manitoba,2011,3,20,Registered Retirement Savings Plan Income,.1955814361572266,79647.75
Manitoba,2011,3,23,Net Professional Income,.0366674661636353,15788.431
Manitoba,2011,3,33,Total Income Assessed,.1714508533477783,6619810
Manitoba,2011,3,74,Spouse Or Common-Law Partner Amount,.1960530281066895,103185.7
Manitoba,2011,3,89,Public Transit Amount,.2684993147850037,6777.6221
Manitoba,2011,4,19,Taxable Capital Gains,.0982939004898071,60006.711
Manitoba,2011,4,20,Registered Retirement Savings Plan Income,.2910936176776886,118543.72
Manitoba,2011,4,23,Net Professional Income,.063023567199707,27136.951
Manitoba,2011,4,33,Total Income Assessed,.2692280113697052,10395039
Manitoba,2011,4,74,Spouse Or Common-Law Partner Amount,.2047582119703293,107767.37
Manitoba,2011,4,89,Public Transit Amount,.2291145026683807,5783.4468
Manitoba,2011,5,19,Taxable Capital Gains,.8153393864631653,497750.47
Manitoba,2011,5,20,Registered Retirement Savings Plan Income,.3831572234630585,156035.31
Manitoba,2011,5,23,Net Professional Income,.8702676892280579,374723.5
Manitoba,2011,5,33,Total Income Assessed,.4241500720381737,16376663
Manitoba,2011,5,74,Spouse Or Common-Law Partner Amount,.2008262425661087,105697.91
Manitoba,2011,5,89,Public Transit Amount,.1356727180536836,3424.7329
Manitoba,2012,1,19,Taxable Capital Gains,.0113927125930786,7146.1885
Manitoba,2012,1,20,Registered Retirement Savings Plan Income,.0359687209129333,14657.104
Manitoba,2012,1,23,Net Professional Income,.0090283751487732,3758.0972
Manitoba,2012,1,33,Total Income Assessed,.0357382297515869,1404422.1
Manitoba,2012,1,74,Spouse Or Common-Law Partner Amount,.242399275302887,132048.77
Manitoba,2012,1,89,Public Transit Amount,.1430447697639465,3837.7681
Manitoba,2012,2,19,Taxable Capital Gains,.0180476307868958,11320.55
Manitoba,2012,2,20,Registered Retirement Savings Plan Income,.0960485339164734,39139.379
Manitoba,2012,2,23,Net Professional Income,.0216125845909119,8996.3252
Manitoba,2012,2,33,Total Income Assessed,.0996727347373962,3916886.5
Manitoba,2012,2,74,Spouse Or Common-Law Partner Amount,.1591414213180542,86693.445
Manitoba,2012,2,89,Public Transit Amount,.2261037230491638,6066.168
Manitoba,2012,3,19,Taxable Capital Gains,.0392552614212036,24623.24
Manitoba,2012,3,20,Registered Retirement Savings Plan Income,.1987597942352295,80993.789
Manitoba,2012,3,23,Net Professional Income,.0358016490936279,14902.58
Manitoba,2012,3,33,Total Income Assessed,.1716029047966003,6743560.5
Manitoba,2012,3,74,Spouse Or Common-Law Partner Amount,.195595920085907,106552.3
Manitoba,2012,3,89,Public Transit Amount,.2729201912879944,7322.2139
Manitoba,2012,4,19,Taxable Capital Gains,.0915546417236328,57428.531
Manitoba,2012,4,20,Registered Retirement Savings Plan Income,.2871008515357971,116992.41
Manitoba,2012,4,23,Net Professional Income,.0689888000488281,28716.863
Manitoba,2012,4,33,Total Income Assessed,.2684013843536377,10547496
Manitoba,2012,4,74,Spouse Or Common-Law Partner Amount,.2055946588516235,111999.18
Manitoba,2012,4,89,Public Transit Amount,.2254736870527267,6049.2646
Manitoba,2012,5,19,Taxable Capital Gains,.8397497534751892,526741.13
Manitoba,2012,5,20,Registered Retirement Savings Plan Income,.3821220993995667,155713.17
Manitoba,2012,5,23,Net Professional Income,.8645685911178589,359880.13
Manitoba,2012,5,33,Total Income Assessed,.4245847463607788,16685107
Manitoba,2012,5,74,Spouse Or Common-Law Partner Amount,.1972687263041735,107463.57
Manitoba,2012,5,89,Public Transit Amount,.1324576279148459,3553.7241
Manitoba,2013,1,19,Taxable Capital Gains,.0088334083557129,6847.875
Manitoba,2013,1,20,Registered Retirement Savings Plan Income,.0304071307182312,14322.925
Manitoba,2013,1,23,Net Professional Income,.0096860527992249,4012.0906
Manitoba,2013,1,33,Total Income Assessed,.0344429612159729,1415058.3
Manitoba,2013,1,74,Spouse Or Common-Law Partner Amount,.2438823580741882,139066.48
Manitoba,2013,1,89,Public Transit Amount,.1471884250640869,4264.582
Manitoba,2013,2,19,Taxable Capital Gains,.019569993019104,15171.14
Manitoba,2013,2,20,Registered Retirement Savings Plan Income,.0854160785675049,40234.25
Manitoba,2013,2,23,Net Professional Income,.0228352546691895,9458.6631
Manitoba,2013,2,33,Total Income Assessed,.0988633632659912,4061712.8
Manitoba,2013,2,74,Spouse Or Common-Law Partner Amount,.1611858010292053,91911.297
Manitoba,2013,2,89,Public Transit Amount,.2182832956314087,6324.458
Manitoba,2013,3,19,Taxable Capital Gains,.0398182272911072,30868.068
Manitoba,2013,3,20,Registered Retirement Savings Plan Income,.1801079511642456,84837.75
Manitoba,2013,3,23,Net Professional Income,.037575364112854,15564.21
Manitoba,2013,3,33,Total Income Assessed,.1699937582015991,6984041
Manitoba,2013,3,74,Spouse Or Common-Law Partner Amount,.1951322555541992,111268.23
Manitoba,2013,3,89,Public Transit Amount,.2706017196178436,7840.312
Manitoba,2013,4,19,Taxable Capital Gains,.0908638834953308,70439.914
Manitoba,2013,4,20,Registered Retirement Savings Plan Income,.261972039937973,123398.88
Manitoba,2013,4,23,Net Professional Income,.0671707987785339,27823.029
Manitoba,2013,4,33,Total Income Assessed,.2663892209529877,10944362
Manitoba,2013,4,74,Spouse Or Common-Law Partner Amount,.2058998495340347,117408.13
Manitoba,2013,4,89,Public Transit Amount,.2279854267835617,6605.564
Manitoba,2013,5,19,Taxable Capital Gains,.8409144878387451,651897.56
Manitoba,2013,5,20,Registered Retirement Savings Plan Income,.4420967996120453,208244.55
Manitoba,2013,5,23,Net Professional Income,.8627325296401978,357355.16
Manitoba,2013,5,33,Total Income Assessed,.4303106889128685,17678930
Manitoba,2013,5,74,Spouse Or Common-Law Partner Amount,.1938997348770499,110565.42
Manitoba,2013,5,89,Public Transit Amount,.1359411329030991,3938.707
Manitoba,2014,1,19,Taxable Capital Gains,.0097055435180664,8594.2197
Manitoba,2014,1,20,Registered Retirement Savings Plan Income,.030488133430481,14993.941
Manitoba,2014,1,23,Net Professional Income,.0094066262245178,3729.8696
Manitoba,2014,1,33,Total Income Assessed,.0339643359184265,1428024.8
Manitoba,2014,1,74,Spouse Or Common-Law Partner Amount,.2453399300575256,140614.92
Manitoba,2014,1,89,Public Transit Amount,.1520602107048035,4547.0298
Manitoba,2014,2,19,Taxable Capital Gains,.0233293771743774,20658.07
Manitoba,2014,2,20,Registered Retirement Savings Plan Income,.0833889842033386,41010.367
Manitoba,2014,2,23,Net Professional Income,.0250552892684937,9934.8008
Manitoba,2014,2,33,Total Income Assessed,.0990918874740601,4166301.8
Manitoba,2014,2,74,Spouse Or Common-Law Partner Amount,.1634652614593506,93689.008
Manitoba,2014,2,89,Public Transit Amount,.2234437465667725,6681.5991
Manitoba,2014,3,19,Taxable Capital Gains,.0500195622444153,44292.121
Manitoba,2014,3,20,Registered Retirement Savings Plan Income,.1749384999275208,86034.047
Manitoba,2014,3,23,Net Professional Income,.0388675928115845,15411.589
Manitoba,2014,3,33,Total Income Assessed,.169992208480835,7147294
Manitoba,2014,3,74,Spouse Or Common-Law Partner Amount,.1920625865459442,110079.38
Manitoba,2014,3,89,Public Transit Amount,.265427827835083,7937.0415
Manitoba,2014,4,19,Taxable Capital Gains,.0978244543075562,86623.164
Manitoba,2014,4,20,Registered Retirement Savings Plan Income,.2659657299518585,130800.88
Manitoba,2014,4,23,Net Professional Income,.0794905424118042,31519.203
Manitoba,2014,4,33,Total Income Assessed,.2675733268260956,11250076
Manitoba,2014,4,74,Spouse Or Common-Law Partner Amount,.2069943100214005,118637.39
Manitoba,2014,4,89,Public Transit Amount,.2270878851413727,6790.5693
Manitoba,2014,5,19,Taxable Capital Gains,.8191210627555847,725328.44
Manitoba,2014,5,20,Registered Retirement Savings Plan Income,.4452186524868011,218956.73
Manitoba,2014,5,23,Net Professional Income,.8471799492835999,335919.66
Manitoba,2014,5,33,Total Income Assessed,.4293782338500023,18053136
Manitoba,2014,5,74,Spouse Or Common-Law Partner Amount,.1921379109844565,110122.55
Manitoba,2014,5,89,Public Transit Amount,.1319803295191377,3946.5845
Manitoba,2015,1,19,Taxable Capital Gains,.0098214149475098,9223.7725
Manitoba,2015,1,20,Registered Retirement Savings Plan Income,.0282233357429504,14304.006
Manitoba,2015,1,23,Net Professional Income,.0100746750831604,3928.0237
Manitoba,2015,1,33,Total Income Assessed,.0351137518882751,1535876.8
Manitoba,2015,1,74,Spouse Or Common-Law Partner Amount,.2566972374916077,137055.58
Manitoba,2015,1,89,Public Transit Amount,.1572999358177185,4769.4131
Manitoba,2015,2,19,Taxable Capital Gains,.0237741470336914,22327.467
Manitoba,2015,2,20,Registered Retirement Savings Plan Income,.0802538990974426,40673.867
Manitoba,2015,2,23,Net Professional Income,.0258442759513855,10076.446
Manitoba,2015,2,33,Total Income Assessed,.0991781949996948,4338058
Manitoba,2015,2,74,Spouse Or Common-Law Partner Amount,.1663299202919006,88806.734
Manitoba,2015,2,89,Public Transit Amount,.2248166799545288,6816.5547
Manitoba,2015,3,19,Taxable Capital Gains,.047352135181427,44470.711
Manitoba,2015,3,20,Registered Retirement Savings Plan Income,.1647831797599792,83514.563
Manitoba,2015,3,23,Net Professional Income,.0403362512588501,15726.735
Manitoba,2015,3,33,Total Income Assessed,.1683580875396729,7363989
Manitoba,2015,3,74,Spouse Or Common-Law Partner Amount,.1902329921722412,101569.05
Manitoba,2015,3,89,Public Transit Amount,.2593631744384766,7864.0215
Manitoba,2015,4,19,Taxable Capital Gains,.0965186953544617,90645.438
Manitoba,2015,4,20,Registered Retirement Savings Plan Income,.254474937915802,128971.68
Manitoba,2015,4,23,Net Professional Income,.0814295411109924,31748.633
Manitoba,2015,4,33,Total Income Assessed,.2645378708839417,11570896
Manitoba,2015,4,74,Spouse Or Common-Law Partner Amount,.2005724310874939,107089.47
Manitoba,2015,4,89,Public Transit Amount,.2260971814393997,6855.3799
Manitoba,2015,5,19,Taxable Capital Gains,.8225336074829102,772481.63
Manitoba,2015,5,20,Registered Retirement Savings Plan Income,.4722646474838257,239350.73
Manitoba,2015,5,23,Net Professional Income,.8423152565956116,328411
Manitoba,2015,5,33,Total Income Assessed,.4328120946884155,18931216
Manitoba,2015,5,74,Spouse Or Common-Law Partner Amount,.1861674208194017,99398.359
Manitoba,2015,5,89,Public Transit Amount,.1324230288155377,4015.1328
Manitoba,2016,1,19,Taxable Capital Gains,.0093476176261902,8420.8408
Manitoba,2016,1,20,Registered Retirement Savings Plan Income,.0262418985366821,12958.127
Manitoba,2016,1,23,Net Professional Income,.0110177993774414,4138.5332
Manitoba,2016,1,33,Total Income Assessed,.0344481468200684,1473674.3
Manitoba,2016,1,74,Spouse Or Common-Law Partner Amount,.2463468909263611,142341.94
Manitoba,2016,1,89,Public Transit Amount,.1346197128295898,3833.1157
Manitoba,2016,2,19,Taxable Capital Gains,.020433247089386,18407.377
Manitoba,2016,2,20,Registered Retirement Savings Plan Income,.079518735408783,39265.98
Manitoba,2016,2,23,Net Professional Income,.0246819257736206,9271.0869
Manitoba,2016,2,33,Total Income Assessed,.1004272103309631,4296225
Manitoba,2016,2,74,Spouse Or Common-Law Partner Amount,.1730170845985413,99971.172
Manitoba,2016,2,89,Public Transit Amount,.2262780070304871,6442.9624
Manitoba,2016,3,19,Taxable Capital Gains,.0413573980331421,37256.988
Manitoba,2016,3,20,Registered Retirement Savings Plan Income,.1655061841011047,81726.18
Manitoba,2016,3,23,Net Professional Income,.0443247556686401,16649.375
Manitoba,2016,3,33,Total Income Assessed,.1709288954734802,7312251.5
Manitoba,2016,3,74,Spouse Or Common-Law Partner Amount,.1944409608840942,112350.13
Manitoba,2016,3,89,Public Transit Amount,.2683559954166412,7641.0767
Manitoba,2016,4,19,Taxable Capital Gains,.0894127488136292,80547.852
Manitoba,2016,4,20,Registered Retirement Savings Plan Income,.2714748978614807,134053.05
Manitoba,2016,4,23,Net Professional Income,.0779364705085754,29274.691
Manitoba,2016,4,33,Total Income Assessed,.2695644199848175,11531829
Manitoba,2016,4,74,Spouse Or Common-Law Partner Amount,.2027502208948135,117151.3
Manitoba,2016,4,89,Public Transit Amount,.2347169071435928,6683.249
Manitoba,2016,5,19,Taxable Capital Gains,.8394489884376526,756221.19
Manitoba,2016,5,20,Registered Retirement Savings Plan Income,.4572582840919495,225792.02
Manitoba,2016,5,23,Net Professional Income,.8420390486717224,316288.81
Manitoba,2016,5,33,Total Income Assessed,.4246313199400902,18165512
Manitoba,2016,5,74,Spouse Or Common-Law Partner Amount,.183444844558835,105996.45
Manitoba,2016,5,89,Public Transit Amount,.1360293761827052,3873.2539
Manitoba,2017,1,19,Taxable Capital Gains,.0077641606330872,9187.8438
Manitoba,2017,1,20,Registered Retirement Savings Plan Income,.0255695581436157,12914.902
Manitoba,2017,1,23,Net Professional Income,.0120670199394226,4517.6992
Manitoba,2017,1,33,Total Income Assessed,.0325624942779541,1436963.5
Manitoba,2017,1,74,Spouse Or Common-Law Partner Amount,.2375707030296326,144936.66
Manitoba,2017,1,89,Public Transit Amount,.1723993420600891,2702.0149
Manitoba,2017,2,19,Taxable Capital Gains,.0185553431510925,21957.762
Manitoba,2017,2,20,Registered Retirement Savings Plan Income,.0773239731788635,39055.488
Manitoba,2017,2,23,Net Professional Income,.0266943573951721,9993.9404
Manitoba,2017,2,33,Total Income Assessed,.0982250571250916,4334613
Manitoba,2017,2,74,Spouse Or Common-Law Partner Amount,.1719186305999756,104883.77
Manitoba,2017,2,89,Public Transit Amount,.2146076560020447,3363.5459
Manitoba,2017,3,19,Taxable Capital Gains,.0394514203071594,46685.469
